id,premise,hypothesis,lang_abv,language,label
d2b5441f67,Bien! he said at last. ,He wasted no time speaking. ,en,English,2
6a52f189e0,Δεν μπορείτε να καταργήσετε αυτά τα αρχεία.dll ενώ εκτελούνται τα Windows (το οποίο είναι μέρος του σημείου της Microsoft).,"Τα Windows βασίζονται σε αρχεία .dll σε διάφορα προγράμματα, οπότε η διαγραφή ενός από αυτά τα αρχεία θα επηρεάσει πολλά προγράμματα.",el,Greek,1
42087cb8ca,The island has a long history; its marble deposits were coveted around the ancient world.,The island was settled on very recently.,en,English,2
2937263b18,میوزیم کیٹلاگ یا لیبلز پر مضبوط نہیں ہے,عجائب گھر کے مضبوط نقطۂ نظر کی فہرست ہے.,ur,Urdu,2
eed6119180,"The editors, for their part, arrange to have them all written just in case I do.","There are two editors, and one is more often responsible for arranging for them to get written than the other.",en,English,1
8428ec79b8,Binalshibh เชื่อว่าความไม่เห็นด้วยเกิดขึ้นจากส่วนหนึ่งของการมาเยี่ยมครอบครัวของ Jarrah,Jarrah มีส่วนเกี่ยวข้องในการต่อสู้กับพี่เขยของเขา,th,Thai,1
0685316ce3,Ils n'étaient probablement pas les individus les plus brillants du monde mais ils étaient sympathiques et s'intéressaient aux gens qui avaient envie d'étudier,"Ils étaient vraiment intelligents, mais ils jouaient stupidement quand ils ne connaissaient pas très bien les autres.",fr,French,1
73b413a0ee,The world ripped apart around them replaced with a world of fear and blood and fire.,They were trying to escape the chaos around them.,en,English,1
a01468aca2,"Look here, you've been asking me a lot of questions.","Look here, you have been posing a lot of questions at me.",en,English,0
a331684b22,"Следующий рисунок иллюстрирует традиционные централизованные и децентрализованные организационные структуры в сравнении с гибридными, которые используют ведущие организации сегодня.",Между двумя типами структуры нет разницы.,ru,Russian,2
0f881f229d,"Specifically, by defining mission improvement objectives, senior executives determine whether their organization needs a CIO who is a networking/marketing specialist, business change agent, operations specialist, policy/oversight manager, or any combination thereof.",A CIO does not need to be an operations specialist.,en,English,2
7b2f447220,"由方框组成的线条显示所有邮寄人的福利水平, 而由菱形组成的线显示将工作转移到另一方的技术损失 (如果是否定的)。",这些线条计算出邮件的福利水平是十个百分比。,zh,Chinese,1
21c7a0d133,اگرچہ کچھ بھی 'انہیں بہتر جاننا چاہئے، کیونکہ ہمارے پاس بارباڈوس میں کچھ بھی نہیں تھا، اور میرے ساتھ اور آپ کرنل بش کے ساتھ واقف ہیں.,په موږ کي یو څوک همColonel Bishop .نه پیژني,ur,Urdu,2
8a11f6d73b,Title IV of the Clean Air Act (relating to acid deposition control),The Clean Air Act only has a single title.,en,English,2
352a9c6b07,"In these cases, participants risk losing not only their jobs but also a significant portion of their retirement savings if their company files for bankruptcy.",Participants who have worked at the company for less than 4 years are at a higher risk of losing their job during bankruptcy.,en,English,1
2fb254bfcb,"Oh, what a fool I feel! ",I am such a fool!,en,English,0
b400440b86,Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.,This helps workers understand the restoration of the program's long term goals.,en,English,0
49336b18d8,Kila mtihani ulijumuisha kifaa cha kupima ili waliofanya huo mtihani watambue kiwango chao cha ujuzi wa mila za Chicano.,Mtihani huo ulitumiwa kutathmini ujuzi wa mgombea wa utamaduni wa Chicano.,sw,Swahili,0
291a7d0c6b,i think it's real good anyway it's it's been it was nice meeting you,It was nice meeting you,en,English,0
8c326327ea,"Disparan a los estudiantes, ¿no?",Tienen armas que usan contra los estudiantes.,es,Spanish,0
3b5dcee041,"By coordinating policy development and awareness activities in this manner, she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins, an intranet web site, and presentations to new employees.",There new employees are a risk.,en,English,1
8bd5c1949c,En 1990 le Programme instaura la récompense de service distingué Elton T. Ridley.,Le prix n'a commencé qu'en 2002.,fr,French,2
e523df195e,Possibly no other country has had such a turbulent history.,The country's history has been largely peaceful.,en,English,2
5891dda131,does does that make since to you,I don't care if it makes sense to you or not.,en,English,2
a7cc288a3e,"El gran momento histórico se produjo en 1864, cuando su capital, Charlottetown, organizó una reunión de líderes marítimos con delegados de Ontario y Quebec para marcar el camino hacia el estatus federal de Canadá como un dominio unido.",Charlottetown acogió a líderes.,es,Spanish,0
4ba4ce40a4,"The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.",The WP runs a piece inside reporting ,en,English,0
762b1f8e7c,Snap Judgment,Some judgments are made very quickly.,en,English,0
dbc9b52102,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. ",All evidence pointed towards the prisoner being the one to try and hide poison in the drawer.,en,English,2
0c7d9f2c17,yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i don't think it's like that any more but at that time uh it was very unfair capital punishment was a lot more  common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were you know like hundreds of times greater than if you could just communicate well i mean you didn't have to be um you didn't even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um,It was something I performed research on during high school.,en,English,0
c803e3b7ed,"Comme pour tous les dons à l'Institut, 100% de votre contribution sera utilisée directement pour la recherche.",Nous dépensons la moitié de votre argent en frais administratifs.,fr,French,2
db6efce7e7,uh well i figured if i had it done in the garage at the Toyota dealer i would be looking at probably three or four hundred dollars,I had it done at the Toyota dealer's for fifty bucks.,en,English,2
2294fc6eb7,'You should do the fixing.',You should try to fix this.,en,English,0
175178c953,他做了几年包装和文书工作。,他赚了钱把东西放进箱子里。,zh,Chinese,0
8b111dd008,"Tên một số địa danh của Mỹ có âm hưởng thật độc đáo - những nơi như Maggie's Nipples, Wyoming, hay Greasy Creek, Arkansas, Lickskillet, Kentucky, hay Scroungeout, Alabama.",Có vài cái tên nghe rất kêu.,vi,Vietnamese,0
0d8322475b,"Tôi đã cho ra mắt Indianapolis  của tôi với vai trò là một đạo diễn sân khấu, một tháng trước khi có Inherit the Wind, một cổ điển của sân khấu Mỹ, đã được tham dự bởi hơn 5.500 học sinh trung học cơ sở và trung học.",Tôi chưa bao giờ làm đạo diễn sân khấu.,vi,Vietnamese,2
8eb48d68b8,"Well, shut it then, laughed the woman.",She laughed about the situation even though she was annoyed.,en,English,1
a2fc2596cd,มันเป็นเวลาที่ยอดเยี่ยมแห่งปี สำหรับการเล่านิยาย,มันเป็นช่วงเวลาที่ดีสำหรับการเล่าเรื่องเพราะว่าข้างนอกหนาว,th,Thai,1
fc4599dda8,[I]n You're the Top Porter does not capitalize on the text's potential for realism.,The text has a potential for realism that is unrealized.,en,English,0
90f2478217,如果是这样的话，那么他们是否经常靠近这个边界？,我想知道，他们经常在英国吗？,zh,Chinese,1
073d3c02dc,La investigación publicada en Science muestra evidencia del progreso al documentar el primer trasplante exitoso de células cardíacas funcionales en un modelo animal.,"Nadie ha trasplantado las células del corazón, y nunca sucederá en el futuro.",es,Spanish,2
a4ba6abdb8,He slowed.,He slowed down to let the horse by.,en,English,1
c2ae355e67,Who? asked Tommy.,Tommy asked about the location.,en,English,2
4cd15e4ef5,Students of human misery can savor its underlying sadness and futility.,Those who study human misery will savor the sadness and futility.,en,English,0
bd39bb98ca,"और समान रूप से असाधारण रूप से, पिछले कुछ मिलियन वर्षों के होमिनिड विकास से अधिक जटिल हो गया है।",होमिनिड्स के ईकोनोस्फीयर हर पीढ़ी की जटिलता में दोगुनी हो गई हैं।,hi,Hindi,1
0be15deb37,"I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?",I know that Shuger asked himself a lot of questions.,en,English,2
a40ec3997d,"В самом деле, часть того, что нам нужно, - это способ описания организации реальных процессов в неуравновешенном мире.",Мы не должны ничего маркировать.,ru,Russian,2
f245cdb987,oh yeah all all mine are uh purebreds so i keep them in,all of mine are poodles,en,English,1
f3262e70db,"Die Zeitperiode ist in Abblidung A-3 in Anhang A gezeigt. Alledings, je nach den Einzelheiten des Projektes, könnte die Zeit um etwa zwei Monate variieren.",Im Anhang A finden Sie die Namen der Forscher.,de,German,2
3fc98a9b6e,Not yourself.,Only you,en,English,2
146249bad6,Der vaquero oder buckaroo ist ein Cowboy aus dem Westen und der Cowboy ist einer aus dem Süden.,Der Cowboy kommt aus dem Süden.,de,German,0
8b103566f7,Loire Valley,The Valley of Loire.,en,English,0
2252c94c77,80 فیصد شرکاء  تنازعات کے حل کی مہارت میں اضافہ پر رپورٹ کریں گے.,نصف سے زائد شرکاء تنازعے کے حل کی مہارت میں اضافہ کرے گی.,ur,Urdu,0
de4ded469f,"हाँ आज मैंने यही किया, मैंने देख लिया, अह डार्कमैन, क्या तुमने उसे देखा है, अह मैंने नही देखा है, शायद मैं आज देखूँगा",मैंने पहले ही डार्कमैन को ४ बार देखा है।,hi,Hindi,2
4f963ac6d3,Based on field observations and some discussions with U.S.,The field observations may have been faulty. ,en,English,1
28bf9cb578,Kwa televisheni yako una hisi kuwa na adhabu ya wezi wa televisheni.,Unafikiri kwamba adhabu sahihi kwa mtu anayeiba runinga ni kifo.,sw,Swahili,0
02b5092fc7,Boston Một thứ hai chỉ cần nhấn Trung tâm Thương mại.,Trung tâm thương mại bị một con tàu đâm phải.,vi,Vietnamese,1
3280d2ee9b,Beaucoup de parents de jeunes donateurs sont des activistes politiques de longue date qui connaissent les règles.,Les parents ne sont pas engagés en politique.,fr,French,2
ae9e663c09,"Sí, simplemente no parece posible, ¿verdad?",No tengo dudas de que sucederá muy pronto.,es,Spanish,2
6b4548801d,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy hurt his head bringing the picture down.,en,English,1
215853a7d4,"Аз съм информиран, че вчера вечерта една фрегата е напуснала пристанището, като на борда ѝ са били Вашият другар Улвърстоун и сто от сто и петдесетте мъже, които служеха под Ваше командване.",Всички мъже бяха с височина под шест фута .,bg,Bulgarian,1
99516240d8,Para da isimlerini eşya ve hayvanlardan almıştır.,Para adını hayvanlardan almadı.,tr,Turkish,2
68fd4e8751,لیکن اس طرح کے اعترافی حوالوں کو کسی کے نام مختص کرنا نہیں کہا جا سکتا اس لحاظ سے جس طرح عام طور پر سمجھا جاتا ہے اور خاص طور پر اس کتاب میں جو زیر بحث ہے.,اعتراف مفید نہیں ہیں.,ur,Urdu,1
75a14f60cc,"Not surprisingly, then, Fannie Mae's public-relations operation is unparalleled in Washington.",Fannie Mae had terrible public-relations.,en,English,2
0e6d554418,"The most comfortable way to see these important Hoysala temples is to visit them on either side of an overnight stay at Hassan, 120 km (75 miles) northwest of Mysore.",Do not book a hotel in Hassan as it is not near the Hoysala temples.  ,en,English,2
5970348824,There are certain categories of control activities that are common to all agencies.,"Nothing about agencies are familiar, they are all unique.",en,English,2
62bfff3fda,"उसने आश्चर्य से ऊपर देखा, और फिर उसके साथ सोचने वाली झलक ले कर ठगी करते हुए बैठ गया.",वह उससे आश्चर्यचकित था।,hi,Hindi,0
9a03efcbe7,I'm confused.,I don't understand.  ,en,English,0
93e15c24f0,它们将目标弄得难以击破，更通过捕捉来阻止攻击。,他们知道让目标更加困难会带来更高的捕获率。,zh,Chinese,1
afd4c80b88,"Es ist einfach, weißt Du, schau, Du hast ein Problem.",Du wirst schon zurecht kommen!,de,German,2
947f7cb07b,"Many Lakeland hotels also quote a D, B and B (dinner, bed, and breakfast) rate, which includes the evening meal and is often quite cost-effective.","The only way to stay at a Lakeland hotel is to pay for a full-day package, which includes 3 meals and is often quite expensive. ",en,English,2
7c89de8134,"Ramzi Yousef und Khalid Sheikh Mohammed planten die Manila - Flugverschwörung von 1995, und KSM half, Yousefs Versuch, das World Trade Center 1993 in die Luft zu sprengen, zu finanzieren.","1993 wurde versucht, das World Trade Center zu sprengen.",de,German,0
906d6376bf,defiantly if you live in an apartment right,Defiantly if you live in a house right,en,English,2
1764c77b70,ایچ ایچ رچرڈسن اور ان کے پروجیکٹ چارلس فرنکن میکیم عالمگیر اور میکک کے معاون تھے،جان ایم کرررا اور تھامس ہسٹنگ.,ایچ ایچ رچرڈسن چارلس فولن مکم جان م کررارے اور تھموس ہستینگس امام سابق طالب علم تھے,ur,Urdu,0
b0bb8d4963,An overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation.,Price hikes are only possible if there is more money in circulation.,en,English,0
9cc6593f5a,"Happily, there's still a lot that hasn't yet been adulterated on the two islands'meaning that visitors also have a choice.","Everything on the island has been downsized and commodified, so visitors can only do one thing.",en,English,2
4d8ebb7cd0,How to Watch Washington Week in Review : Back to front.,"The only way to watch Washington Week in Review is from the start to the end, as anything else would be viewed. ",en,English,2
4d2efd1770,It's absurd but I can't help it. Sir James nodded again.,Sir James thinks it's absurd.,en,English,0
6354aafbcd,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.,NBA commissioner said he hates NBA players.,en,English,2
2005fe6f45,"As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.",GAO will never inform requesters of substantive media inquiries during an ongoing assignment. ,en,English,2
a60142caae,"знаеш ли, и тя тъпка листенцата там, а аз не знаех за никакви последствия.",Не знаех какво ще се случи с нея.,bg,Bulgarian,0
321cabaa6b,hivyo nataka kuendelea kwa sababu ninajua kwamba kama huna kuna matatizo mengi ambayo unaweza kuwa nayo.,Afya yako inaweza kudhohofika ikiwa hutaendelea kufanya kazi ili uendelee kuwa na afya nzuri.,sw,Swahili,1
998e37d80e,He could make quite an issue out of the need to determine the characteristic impedance of their sky.,"He could have made an issue, but did not",en,English,1
a1bea95c3e,i'll listen  and agree with what i think sounds right,I will agree with whatever I think sounds right.,en,English,0
d300961c0e,Một điều mà tôi tự hào đó là IRT là một lãnh đạo của toàn đất nước trong việc cung cấp kinh nghiệm sân khấu cho học sinh.,IRT có liên quan đến nhà hát.,vi,Vietnamese,0
3dae6079c5,"The Commission published a summary of its Final Regulatory Flexibility Analysis in the Federal Register on September 12, 1996 (61 Fed.",A Final Regulatory Flexibility Analysis was published by the Commission in 1996,en,English,0
00cbeb090b,"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.",Other experts give their opinions through time warp from past administrations.,en,English,0
44af1b58b7,Esta pregunta es sobre la etiqueta de tener una historia de amor con un macroeconomista.,Es difícil amar a un macroeconomista.,es,Spanish,1
38e5fc9ba1,Такое отношение к значимым участникам – вполне обычное дело.,"Чтобы предотвратить особое обращение, каждый вносит одинаковую сумму.",ru,Russian,2
09b4fcf9d0,"Хотя я и сейчас не понимаю, как он вообще мог ожидать, что я это сделаю.","Я не понимаю, почему он думал, что я это доделаю.",ru,Russian,0
2dd576c122,well that's not why i got it right  how do you like your tread mill,That's the reason I procured it.,en,English,2
083d5f86ac,You can either fly on TAP/Air Portugal (15-minute flight) or take the ferry (which leaves daily at 8am; Tel. 291/226 511).,Taking the plane will give you more departure timing options than the ferry.,en,English,1
43aaefa162,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",The design was beautiful and well thought out. ,en,English,1
23a3c84a24,I now submit this report to you and the other designated officials.,I submit the report to you and the other officials ,en,English,0
de8d5a754d,"Năm 2003, những chỉ định này đã bị cắt giảm; tất cả các vấn đề về khủng bố quốc tế hiện nay nhận được cùng chỉ định, 315.",Mỗi vấn đề khủng bố đều được điều tra và xếp hạng một cách độc lập.,vi,Vietnamese,2
b959f42a6a,uh unemployment runs approximately six percent,The rate of unemployment is about six percent,en,English,0
7da7210eda,"I entered her shack, opening the painted door covered in runes of warding.","I entered the shack, bidden by her--the runes of warding would have surely sent me away otherwise.",en,English,1
cb0cdc2407,"For centuries, the Loire river was a vital highway between the Atlantic and the heart of France.",The Loire connected central France to the Atlantic.,en,English,0
80398e8be8,The road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism.,The road going south has no civilization along it.,en,English,2
34af081382,With him was the evil-looking Number 14.,Number 14 was with him.,en,English,0
8d136a15b5,"Le plan doit également identifier la méthode d'acquisition, les principaux points d'entrée / de sortie, un plan de formation officiel et un plan d'urgence pour minimiser les pertes.",Le plan devrait également inclure un budget.,fr,French,1
7eab4fce1b,"Une fois ces décisions prises, la Direction des Systèmes d'Information (DSI) doit fournir une assistance efficace et réactive par le biais d'une allocation efficiente des ressources et de l'exécution au jour le jour des responsabilités qui lui incombent.",Une allocation efficace des ressources est importante pour une exécution efficace des responsabilités.,fr,French,0
05c80b8ad9,هل هي فائدة بـ 20 في المئة,هل النسبة المئوية للفائدة هي 20؟,ar,Arabic,0
15b1c0f787, Ibiza's seven-bulwark defences are almost completely intact.,Ibiza's walls have crumbled due to the weather.,en,English,2
bafdd22e4c,为当地的短途旅行而建造的小型船只可在阿巴索斯的马什港海马船租赁处租赁，(电话号码,你可以租小船。,zh,Chinese,0
dbb93c7a0c,"However, the specific approaches to executing those principles tended to differ among the various sectors.","Specific approaches to each principle is different in each sector, with the oil industry being the most flexible.",en,English,1
a8b626951d,There are other reasons that wrecks cause fan excitement--e.g.,Wrecks are a small reason for fan excitement. ,en,English,1
a2addeb9ce,寻找艾米莉·狄金森后来的诗歌，有关这首诗我想了解的一切，都在微软上找到了。,迪肯森写了关于爱情的诗。,zh,Chinese,1
cb67c91b54,Schließlich muss man sich vor einer Verlängerung in Acht nehmen die eine deutlich andere Bedeutung hat.,"Die Bedeutung verändert sich möglicherweise, wenn man die Aussage länger macht.",de,German,0
b48b0c6c0c,"My last afternoon in Louisian was supposed to be no different- but the hotel room was small and claustrophobic, and I was utterly bored.",I was bored on my last day in Louisian.,en,English,0
d70d97c667,"The chain swung again, hitting her arm and sending the palm knife into the crowd.",The woman was unarmed.,en,English,2
398dd64584,"Inaweza kuendelea kwa miaka ishirini, ninadhani hii ni ujinga.",Nafikiri ni ya kushangaza sana yakuamba inaweza kaa muda mrefu hivyo.,sw,Swahili,0
7f46a4106b,واقویرو ثقاوت کی اور میکسیکن سونورانس کے کیلی فورنیا پر اثرات کی اپنی یاد میں، روجاس چیکانو ثقاوت کی وہ سمت دکھاتا ہے جو عام طور پر مقبول نہیں ہے.,کیء چیکانوس چرواھوں کی اولادوں میں سے ھیں,ur,Urdu,1
ffa5493387,"Ramses II did not build it from stone but had it hewn into the cliffs of the Nile valley at a spot that stands only 7 km (4 miles) from the Sudan border, in the ancient land of Nubia.",Stone would have been too expensive to ship into the Nile Valley.  ,en,English,1
cd1b40ee78,you know it's it's not easy to do but,It can be challenging.,en,English,0
4b63c4c756,"The book is a parody of Bartlett's , serving up quotes from Lincoln, Jefferson, and Roger Rosenblatt with equal pomposity.",The book is a parody of Patterson's and has quotes from Adele and George Clooney. ,en,English,2
0c1684f0e0,"Onlara kar yağmaz, karın ne olduğunu bilmezler, yere kar yağdığında aşırı heyecanlanırlar, oh Amarillo buraya yakınsınız ne zamandan beri Raleigh'desiniz",Amarillo halkı yerde kar olduğunda çıldırır.,tr,Turkish,0
f3cc5a804d,"В този контекст, неотдавнашното издание на Omni Gazetteer of the United States of America, въпреки своите 1,500,000 влизания, може определено да се счита само като първа стъпка, макар и амбициозна.",Всеобхватният географски справочник на САЩ е изчерпателен.,bg,Bulgarian,2
6f1696bd1c,"इपोह के उत्तर में छह किलोमीटर (4 मील) पर पेराक टोंग है, जिसे चीन के एक बौद्धधर्मी द्वारा 1926 में निर्मित करवाया गया था।",पेराक टोंग एक बौद्ध द्वारा बनाया गया था।,hi,Hindi,1
ad0de1087b,The best beach in Europe ' at least that's the verdict of its regulars.,Regular beachgoers say that it is the best in Europe.,en,English,0
ac8f2c7650,"And Alan Tonelson, of the U.S.",Alan Tonelson has lived in the U.S. his entire life.,en,English,1
68e3df0d77,i agree with you but did you see the map they drew up on uh on how they were gonna divide up the districts,The district divisions map was incomplete.,en,English,1
8d70677468,"There's one thing, he thought to himself, ""they can't go on shooting.",He thought that they couldn't go on shooting.,en,English,0
3459243f4b,"Simmons, probably rap's greatest entrepreneur, lives in New York; schmoozes bankers, fashion designers, and record executives; and cuts deals with conglomerates such as Time Warner.",Simmons lives in New York and schmoozes fashion designers. ,en,English,0
4a14893fd8,Чудовищно нагруженный термин разработанная схема прозвучал в ходе слушаний из уст агента Джека Брукса....,Джек Брукс является политиком из штата Небраска.,ru,Russian,1
a13000e329,การใช้เทคนิคง่าย ๆ แปดอย่างนี้ คุณจะสามารถสร้างข้อมูลของเรื่องราวใหม่ ๆ ได้อย่างสะดวกสบายในบ้านของคุณเอง,เฉพาะผู้สื่อข่าวที่อยู่ในห้องข่าวเท่านั้นที่สามารถเขียนข่าวได้ และมี 20 ขั้นตอนในการทำเช่นนั้น,th,Thai,2
cfd266bac2,"He saw Stark buried under the earth, screaming for a mercy or death that would never come and crawling out of the rock decades later.",Stark got buried in a big hole.,en,English,1
fb126a0677,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.","Founded in 1049, the monastery was a beacon of light in the darkness.",en,English,1
4cf8c357c4,Tabii ki her yazım hatası dizgicinin (ya da daktilografın) gizli bir bilinçdışı güdüsüne atfedilmemelidir.,Dizgi hatalarının daha ayrıntılı incelenmesi üzerine dizgicilerin bilinçsiz nedenleri açığa çıkabilir.,tr,Turkish,1
b7dc8761a8,Las emisiones de mercurio contribuyen a que el mercurio se deposite en el agua.,Las emisiones de mercurio no tienen absolutamente ningún efecto sobre el agua.,es,Spanish,2
ed119569dc,"But you will find it all right.""","You, I'm sure, will find it more than adequate.",en,English,0
1e0f06162e,You can also view a Roman Nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the Nile flood that initiated a movement of workers from the fields to community projects such as temple building.,There is no method for measuring the height of the river.,en,English,2
87fea6b92f,Αν τώρα μπορεί να δείξει ότι ....,Σίγουρα δεν μπορεί να το δείξει αυτό.,el,Greek,2
3bb521d4c1,"Đó là năm 1775,  100 thùng thuốc súng biến mất một cách bí ẩn khỏi các cửa hàng ở Fort St. Catherine và trên đường lên một chiếc thuyền được dùng cho nhà cách mạng Mỹ.",100 thùng thuốc súng thuộc sở hữu của người Anh.,vi,Vietnamese,1
4a28cabad7,За по-дълъг престой информационното бюро предоставя подробни карти на фантастичната мрежа на свързващите водни пътища на Quetico.,Има много плавателни канали в Куетико.,bg,Bulgarian,0
a91bd3a157,Act Accounting the Great Management Reform Act,Act accounting great management reform act ,en,English,0
f4eca4480f,είναι ότι έχουμε σχεδόν ένα στρέμμα ναι είναι αστείο γιατί έχουμε,Νομίζουμε ότι είναι γελείο επειδή μοιάζει περισσότερο με τρία στρέμματα γης.,el,Greek,1
0dcdaa45c1,"Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.",Some analysts wanted to make the old standards toughter.,en,English,1
682368ab25,میرا محفوظ اور آسان طریقہ ہے.,میرا طریقہ سب سے مشکل ہے.,ur,Urdu,2
df3152deb1,There always will be a need for an attorney to do general law.,There is need to attorney's to practice law.,en,English,0
399ac28103,"They were quite, tetanic in character.""",They were tense in how they acted.,en,English,0
928143fc23,"Сериозната престъпност намалява, но убийствата се увеличават.","Наблюдава се нарастване в броя на убийствата, защото серийният убиец е на свобода.",bg,Bulgarian,1
f4493384c5,"Unsurprisingly, golfing is prohibitively expensive.",It costs $100 to golf just 9 holes!,en,English,1
99c1a397d8,it was really easy i mean just just did a thumb print you know,"I did a thumb print, that was very easy., you know?",en,English,0
f3d98405da,An Indian traveler described the prosperous Bujang Valley settlement as  the seat of all felicities.  ,A traveler said the settlement was prospering because of trade.,en,English,1
bda9995961,but i think a lot of kids it's funny get the same kind of fears like there's somebody under the bed,"I believe that many children think it's amusing, the similar uneasiness that there's someone beneath the bed.",en,English,0
1230bb0cf0,"He and his wife had lived at Styles Court in every luxury, surrounded by her care and attention. ",She lived in poverty and squalor at Styles Court.,en,English,2
bbab64b64b,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.","Of the people we contacted, all of them said that agencies' current practices were fine.",en,English,2
ba021805fb,"Но многие затруднялись принять то или иное решение, пока не были удовлетворены ответами на ряд поставленных вопросов, среди которых главным был вопрос, озвученный Оуглом.",У Огл было много нерешенных проблем.,ru,Russian,0
0231a442a9,Senin hakkında düşündüğüm şey çok az sorun olabilir efendim. Bu bir silahsızlanma atışıydı.,Senin hakkında ne düşündüğümü kesinlikle önemsemelisin.,tr,Turkish,2
097391fbb2,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",She wore a coat and carried a small badge.,en,English,0
4c1c21ed97,Some management consultants describe dysfunctional interactions with one's fellow workers as value-subtracting behavior.,Consultants most often have personality clashes at the center of conflict.,en,English,1
f5e08aa6e4,"Después recordarás que fue tu dureza la que me impulsó. Se mudó para irse, después lo miró y le hizo frente.",Ella se había vuelto hacia él a pesar de hacer un gesto para irse.,es,Spanish,0
ae7eea4bdc,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.",Even non Clinton supporters think Starr has gone too far.,en,English,1
de7823ba38,"La capital Liao en Pekín, entonces conocida como Yanjing, ocupó la región sudeste de lo que es la capital moderna en la actualidad, con el templo Fayuan como el único monumento superviviente.",El templo de Fayuan de la capital de Liao actualmente sigue en pie.,es,Spanish,0
b273256885,I took to him at once.,I liked him instantly. ,en,English,0
3e1a263023,It incorporates a risk assessment methodology intended to reduce audit planning time and ensure that significant issues are included.,It mixes a risk assessment methodology into the process to ensure that significant issues are included.,en,English,0
555463a8c7,Парите също са получили имената си от различни неща или животните.,Една монета носи името на лъв.,bg,Bulgarian,1
67206b356b,"If I had chosen to be an actor, I should have been the greatest actor living! ","I did not choose to become an actor, as at the time I lacked the confidence to make that first step. ",en,English,1
2cb25fe600,"( sums up the millennium coverage from around the globe, and  examines whether the Y2K preparations were a waste.)",(The millennium coverage from around the globe will not be summed up and examined).,en,English,2
fd5d749dee,Наблизо в Бату Хитам ще откриете приятен плаж.,Няма плажове никъде близо до Бату Хитам.,bg,Bulgarian,2
263fcf64ab,Those Creole men and women you'll see dancing it properly have been moving their hips and knees that way since childhood.,Most people that master the Creole dance learn it as adults.,en,English,2
a9e52783ba,"Son bölümde, evrenin kendisini düşünmek için özerk temsilcilerle merkezi kaygının ötesine geçiyorum.","Son bölümde, sadece Tootsie Roll Pop merkezine gitmenin ne kadar hızda olacağını tartışıyorum.",tr,Turkish,2
ae5df19404,i think yeah and it's a just a nice escape and you know it's something to laugh at and enjoy,I think it's an escape that can be enjoyed.,en,English,0
5d9662cbed,and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there's a lot of places the money stops and disappears along the way,There needs to be a more transparent distribution of money.,en,English,1
ccaef3e9d3,These provisions may have to be reexamined as well.,These supplies might require additional inspection.,en,English,0
23e7d1359b,मेरा मानना है कि बात करने की आशा तथा कप्तान ब्लड को फांसी देने की वजहों ने मेरे अंकल को जमैका के उप-राज्यपाल का पद स्वीकार करने के लिए अपने बारबाडोस बगीचे से बाहर निकलने हेतु प्रेरित किया।,मेरे चाचा ने जमैका में एक स्थिति स्वीकार करने से पहले अपने बारबाडोस के बागान को छोड़ दिया।,hi,Hindi,0
7037d44745,"Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.","Alexandria, founded by Alexander the Great, originally had a different name.",en,English,1
7ce82953e3,Knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program's long-term solvency.,Knowing this in no way helps the worker's understanding.,en,English,2
31e1d35184,เอ่อ ฉันใช้เวลาส่วนมากไปกับ เอ่อ กิจกรรมพิเศษ,ฉันไม่เคยร่วมกิจกรรมพิเศษ,th,Thai,2
